"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"2414","evm.TU.chromosome_12.2141","GO:0007288","sperm axoneme assembly",5,1,0.04,0.0352,"Cellular Components",0.2
"2415","evm.TU.chromosome_12.1628","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2416","evm.TU.chromosome_12.744","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2417","evm.TU.chromosome_12.1878","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2418","evm.TU.chromosome_12.1879","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2419","evm.TU.chromosome_12.3780","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2420","evm.TU.chromosome_12.2356","GO:2000379","positive regulation of reactive oxygen species meta...",37,2,0.26,0.0286,"Cellular Components",0.0540540540540541
"2421","evm.TU.chromosome_12.2355","GO:2000379","positive regulation of reactive oxygen species meta...",37,2,0.26,0.0286,"Cellular Components",0.0540540540540541
"2422","evm.TU.chromosome_12.2352","GO:0090051","negative regulation of cell migration involved in s...",3,1,0.02,0.0213,"Cellular Components",0.333333333333333
"2423","evm.TU.chromosome_12.3001","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2424","evm.TU.chromosome_12.3001","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2425","evm.TU.chromosome_12.3005.1.5f15e2c5","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2426","evm.TU.chromosome_12.3005","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2427","evm.TU.chromosome_12.3009","GO:1901300","positive regulation of hydrogen peroxide-mediated p...",3,1,0.02,0.0213,"Cellular Components",0.333333333333333
"2428","evm.TU.chromosome_12.3983","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Cellular Components",0.0158730158730159
"2429","evm.TU.chromosome_12.1936","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Cellular Components",0.0158730158730159
"2430","evm.TU.chromosome_12.1935","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Cellular Components",0.0158730158730159
"2431","evm.TU.chromosome_12.438","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2432","evm.TU.chromosome_12.3320","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2433","evm.TU.chromosome_13.518","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Cellular Components",0.046875
"2434","evm.TU.chromosome_13.594","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2435","evm.TU.chromosome_13.838","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Cellular Components",0.046875
"2436","evm.TU.chromosome_13.1166","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Cellular Components",0.046875
"2437","evm.TU.chromosome_13.1166","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Cellular Components",0.046875
"2438","evm.TU.chromosome_13.1161","GO:0051170","import into nucleus",67,2,0.48,0.035,"Cellular Components",0.0298507462686567
"2439","evm.TU.chromosome_13.1161","GO:0000387","spliceosomal snRNP assembly",35,3,0.25,0.0114,"Cellular Components",0.0857142857142857
"2440","evm.TU.chromosome_13.1161","GO:0000387","spliceosomal snRNP assembly",35,3,0.25,0.0114,"Cellular Components",0.0857142857142857
"2441","evm.TU.chromosome_13.49","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2442","evm.TU.chromosome_13.2042","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2443","evm.TU.chromosome_13.2596","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2444","evm.TU.chromosome_13.2593","GO:0030278","regulation of ossification",193,3,1.38,0.0281,"Cellular Components",0.0155440414507772
"2445","evm.TU.chromosome_13.1763","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2446","evm.TU.chromosome_13.1763","GO:0000272","polysaccharide catabolic process",59,6,0.42,3.9e-06,"Cellular Components",0.101694915254237
"2447","evm.TU.chromosome_13.1763","GO:0044245","polysaccharide digestion",14,2,0.1,0.0043,"Cellular Components",0.142857142857143
"2448","evm.TU.chromosome_13.1763","GO:0002532","production of molecular mediator involved in inflam...",61,3,0.44,0.0297,"Cellular Components",0.0491803278688525
"2449","evm.TU.chromosome_13.1764","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2450","evm.TU.chromosome_13.1764","GO:0000272","polysaccharide catabolic process",59,6,0.42,3.9e-06,"Cellular Components",0.101694915254237
"2451","evm.TU.chromosome_13.1764","GO:0044245","polysaccharide digestion",14,2,0.1,0.0043,"Cellular Components",0.142857142857143
"2452","evm.TU.chromosome_13.1764","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Cellular Components",0.0158730158730159
"2453","evm.TU.chromosome_13.2650","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2454","evm.TU.chromosome_13.125","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Cellular Components",0.046875
"2455","evm.TU.chromosome_13.1670","GO:0071356","cellular response to tumor necrosis factor",111,3,0.79,0.0192,"Cellular Components",0.027027027027027
"2456","evm.TU.chromosome_13.1471","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2457","evm.TU.chromosome_13.548","GO:0045647","negative regulation of erythrocyte differentiation",5,1,0.04,0.0352,"Cellular Components",0.2
"2458","evm.TU.chromosome_13.3366","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2459","evm.TU.chromosome_13.2938","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
"2460","evm.TU.chromosome_13.2938","GO:0090073","positive regulation of protein homodimerization act...",35,2,0.25,0.0258,"Cellular Components",0.0571428571428571
"2461","evm.TU.chromosome_13.1820","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2462","evm.TU.chromosome_13.19","GO:0006924","activation-induced cell death of T cells",5,1,0.04,0.0352,"Cellular Components",0.2
"2463","evm.TU.chromosome_13.3007","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2464","evm.TU.chromosome_13.3002","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2465","evm.TU.chromosome_13.223","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Cellular Components",0.0123674911660777
"2466","evm.TU.chromosome_13.223","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Cellular Components",0.0123674911660777
"2467","evm.TU.chromosome_13.224","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Cellular Components",0.0123674911660777
"2468","evm.TU.chromosome_13.224","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Cellular Components",0.0123674911660777
"2469","evm.TU.chromosome_13.1072","GO:0006515","protein quality control for misfolded or incomplete...",14,2,0.1,0.0043,"Cellular Components",0.142857142857143
"2470","evm.TU.chromosome_13.1072","GO:0006515","protein quality control for misfolded or incomplete...",14,2,0.1,0.0043,"Cellular Components",0.142857142857143
"2471","evm.TU.chromosome_13.1075","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2472","evm.TU.chromosome_13.2197","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2473","evm.TU.chromosome_13.4076","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Cellular Components",0.046875
"2474","evm.TU.chromosome_13.1420","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2475","evm.TU.chromosome_13.2290","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2476","evm.TU.chromosome_13.1747","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2477","evm.TU.chromosome_13.1747","GO:0000272","polysaccharide catabolic process",59,6,0.42,3.9e-06,"Cellular Components",0.101694915254237
"2478","evm.TU.chromosome_13.1747","GO:0044245","polysaccharide digestion",14,2,0.1,0.0043,"Cellular Components",0.142857142857143
"2479","evm.TU.chromosome_13.1747","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Cellular Components",0.0158730158730159
"2480","evm.TU.chromosome_13.1746","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2481","evm.TU.chromosome_13.1746","GO:0000272","polysaccharide catabolic process",59,6,0.42,3.9e-06,"Cellular Components",0.101694915254237
"2482","evm.TU.chromosome_13.1746","GO:0044245","polysaccharide digestion",14,2,0.1,0.0043,"Cellular Components",0.142857142857143
"2483","evm.TU.chromosome_13.1746","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Cellular Components",0.0158730158730159
"2484","evm.TU.chromosome_13.1746.1.5f15e065","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2485","evm.TU.chromosome_13.1746.1.5f15e065","GO:0000272","polysaccharide catabolic process",59,6,0.42,3.9e-06,"Cellular Components",0.101694915254237
"2486","evm.TU.chromosome_13.1746.1.5f15e065","GO:0044245","polysaccharide digestion",14,2,0.1,0.0043,"Cellular Components",0.142857142857143
"2487","evm.TU.chromosome_13.1746.1.5f15e065","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Cellular Components",0.0158730158730159
"2488","evm.TU.chromosome_13.1745","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2489","evm.TU.chromosome_13.1745","GO:0000272","polysaccharide catabolic process",59,6,0.42,3.9e-06,"Cellular Components",0.101694915254237
"2490","evm.TU.chromosome_13.1745","GO:0044245","polysaccharide digestion",14,2,0.1,0.0043,"Cellular Components",0.142857142857143
"2491","evm.TU.chromosome_13.1745","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Cellular Components",0.0158730158730159
"2492","evm.TU.chromosome_13.1744","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2493","evm.TU.chromosome_13.1744","GO:0000272","polysaccharide catabolic process",59,6,0.42,3.9e-06,"Cellular Components",0.101694915254237
"2494","evm.TU.chromosome_13.1744","GO:0044245","polysaccharide digestion",14,2,0.1,0.0043,"Cellular Components",0.142857142857143
"2495","evm.TU.chromosome_13.1744","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Cellular Components",0.0158730158730159
"2496","evm.TU.chromosome_13.1748","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2497","evm.TU.chromosome_13.1748","GO:0000272","polysaccharide catabolic process",59,6,0.42,3.9e-06,"Cellular Components",0.101694915254237
"2498","evm.TU.chromosome_13.1748","GO:0002532","production of molecular mediator involved in inflam...",61,3,0.44,0.0297,"Cellular Components",0.0491803278688525
"2499","evm.TU.chromosome_13.3750","GO:2000379","positive regulation of reactive oxygen species meta...",37,2,0.26,0.0286,"Cellular Components",0.0540540540540541
"2500","evm.TU.chromosome_13.891","GO:0048010","vascular endothelial growth factor receptor signali...",45,2,0.32,0.0409,"Cellular Components",0.0444444444444444
"2501","evm.TU.chromosome_13.2147","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Cellular Components",0.0454545454545455
"2502","evm.TU.chromosome_13.2147","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
"2503","evm.TU.chromosome_13.2381","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2504","evm.TU.chromosome_13.2528","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2505","evm.TU.chromosome_13.2528","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
"2506","evm.TU.chromosome_13.2774","GO:0051170","import into nucleus",67,2,0.48,0.035,"Cellular Components",0.0298507462686567
"2507","evm.TU.chromosome_13.2774","GO:0000387","spliceosomal snRNP assembly",35,3,0.25,0.0114,"Cellular Components",0.0857142857142857
"2508","evm.TU.chromosome_13.2774","GO:0000387","spliceosomal snRNP assembly",35,3,0.25,0.0114,"Cellular Components",0.0857142857142857
"2509","evm.TU.chromosome_13.829","GO:0051170","import into nucleus",67,2,0.48,0.035,"Cellular Components",0.0298507462686567
"2510","evm.TU.chromosome_13.829","GO:0000387","spliceosomal snRNP assembly",35,3,0.25,0.0114,"Cellular Components",0.0857142857142857
"2511","evm.TU.chromosome_13.77","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2512","evm.TU.chromosome_13.70","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2513","evm.TU.chromosome_13.71","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2514","evm.TU.chromosome_13.72","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2515","evm.TU.chromosome_13.2919","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Cellular Components",0.0158730158730159
"2516","evm.TU.chromosome_13.2919.1.5f15e275","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Cellular Components",0.0158730158730159
"2517","evm.TU.chromosome_13.2646","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Cellular Components",0.0123674911660777
"2518","evm.TU.chromosome_13.2642","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2519","evm.TU.chromosome_13.659","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2520","evm.TU.chromosome_13.3728","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2521","evm.TU.chromosome_13.1713","GO:0071356","cellular response to tumor necrosis factor",111,3,0.79,0.0192,"Cellular Components",0.027027027027027
"2522","evm.TU.chromosome_13.1713","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2523","evm.TU.chromosome_13.2995","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Cellular Components",0.046875
"2524","evm.TU.chromosome_13.1054","GO:0006094","gluconeogenesis",37,3,0.26,0.0096,"Cellular Components",0.0810810810810811
"2525","evm.TU.chromosome_13.1054","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Cellular Components",0.046875
"2526","evm.TU.chromosome_13.3225","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2527","evm.TU.chromosome_13.3221","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2528","evm.TU.chromosome_13.3598","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
"2529","evm.TU.chromosome_13.3598","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
