Coords	Name	MIRNA	AST-1065_R1_001.fastq.gz_1	AST-1147_R1_001.fastq.gz_1	AST-1412_R1_001.fastq.gz_1	AST-1560_R1_001.fastq.gz_1	AST-1567_R1_001.fastq.gz_1	AST-1617_R1_001.fastq.gz_1	AST-1722_R1_001.fastq.gz_1	AST-2000_R1_001.fastq.gz_1	AST-2007_R1_001.fastq.gz_1	AST-2302_R1_001.fastq.gz_1	AST-2360_R1_001.fastq.gz_1	AST-2398_R1_001.fastq.gz_1	AST-2404_R1_001.fastq.gz_1	AST-2412_R1_001.fastq.gz_1	AST-2512_R1_001.fastq.gz_1	AST-2523_R1_001.fastq.gz_1	AST-2563_R1_001.fastq.gz_1	AST-2729_R1_001.fastq.gz_1	AST-2755_R1_001.fastq.gz_1
chromosome_4:21645757-21646181	Cluster_994	N	29	140	14	3	36	130	1003	38	68	51	0	102	133	10	2	49	7	15	88
chromosome_4:21646377-21646462	Cluster_995	Y	602	12696	447	63	849	685	3313	624	763	2174	81	2064	718	95	48	629	252	113	651
chromosome_4:21646970-21647061	Cluster_996	Y	128	627	67	3	129	201	1968	162	189	1167	14	679	217	15	6	164	63	70	537
chromosome_4:21647272-21647696	Cluster_997	N	51	979	28	1	66	36	62	59	49	80	0	85	33	1	1	31	3	6	16
chromosome_4:21649547-21649634	Cluster_998	Y	152	2017	81	3	260	153	1135	291	118	419	26	307	79	35	19	150	19	44	251
chromosome_4:21651283-21651702	Cluster_999	N	123	21	118	8	61	142	226	197	195	489	12	142	99	25	14	128	56	43	247
chromosome_4:21652054-21652478	Cluster_1000	N	358	3993	258	15	521	615	737	411	582	1725	59	1070	305	118	61	610	159	61	342
chromosome_4:21652806-21653229	Cluster_1001	N	19	1099	12	2	130	37	252	42	71	176	9	163	35	18	6	32	11	7	71
chromosome_4:21653566-21653986	Cluster_1002	N	93	74	92	7	52	142	159	154	200	471	13	152	94	23	13	135	62	43	225
chromosome_4:21654081-21654528	Cluster_1003	N	130	2101	86	14	40	149	179	177	195	437	10	137	97	16	13	144	53	33	228
chromosome_4:21654566-21654989	Cluster_1004	N	28	120	14	5	43	153	985	31	64	41	9	100	143	8	3	27	4	13	97
chromosome_4:21660576-21661028	Cluster_1005	N	305	4958	417	45	430	1458	1966	394	881	988	88	1712	386	46	44	494	151	174	586
chromosome_4:21691333-21691753	Cluster_1006	N	60	55	15	5	48	161	230	79	34	81	0	206	75	1	1	49	7	3	135
chromosome_4:21747246-21747675	Cluster_1007	N	1	1	1	1	0	4	0	0	0	6	0	0	1	0	0	335	3	1	352
chromosome_4:21764531-21764949	Cluster_1008	N	53	9	1	5	0	2	1	9	77	92	0	9	13	2	0	86	11	1	278
chromosome_4:21853896-21854324	Cluster_1009	N	8	0	69	0	88	164	120	15	23	60	8	0	0	1	7	0	118	5	5
chromosome_4:21949953-21950379	Cluster_1010	N	31	495	129	3	226	350	24	110	85	101	13	466	131	22	7	7	9	47	55
chromosome_4:21951370-21951793	Cluster_1011	N	31	166	22	1	83	163	51	80	44	59	1	96	64	28	6	17	25	17	21
chromosome_4:22299090-22299522	Cluster_1012	N	2	2042	0	1	0	0	7	0	1	1	2	2	0	1	0	0	0	0	0
chromosome_4:22406788-22407223	Cluster_1013	N	56	479	72	7	31	38	184	349	135	111	35	115	259	97	29	156	99	23	98
chromosome_4:22413160-22413700	Cluster_1014	N	47	364	96	17	52	121	109	599	219	124	48	118	143	59	72	128	51	48	109
chromosome_4:22477754-22478182	Cluster_1015	N	0	90	2	0	0	11	0	24	0	0	1	741	0	0	9	0	0	0	0
chromosome_4:22779306-22779790	Cluster_1016	N	512	489	316	45	110	948	471	8104	1410	846	345	594	532	362	217	576	315	189	413
chromosome_4:22793967-22794389	Cluster_1017	N	0	1010	52	1	29	54	159	45	227	189	9	335	114	21	8	1	0	15	98
chromosome_4:22850209-22850626	Cluster_1018	N	18	35	7	2	18	3	0	10	146	14	50	0	7	7	0	6	15	0	14
chromosome_4:22938516-22938945	Cluster_1019	N	7	4	3	0	15	44	2	0	0	553	0	11	1	1	0	0	0	0	7
chromosome_4:22992833-22993251	Cluster_1020	N	38	33	26	47	24	19	6	27	16	43	50	33	36	6	28	56	30	24	46
chromosome_4:23138278-23138707	Cluster_1021	N	0	830	1	0	1	13	2	1	0	0	0	0	0	0	0	2	0	0	0
chromosome_4:23479969-23480507	Cluster_1022	N	0	1707	37	0	0	66	6	64	117	256	0	308	0	28	4	217	68	3	13
chromosome_4:23592824-23593350	Cluster_1023	N	13	1759	0	0	42	194	12	213	54	231	0	1	69	0	23	66	114	0	20
chromosome_4:23792580-23792996	Cluster_1024	N	0	308	10	0	3	7	0	3	1	0	0	15	3	0	0	8	0	0	11
chromosome_4:23915801-23916243	Cluster_1025	N	0	24	32	0	18	150	215	254	0	37	0	86	270	48	4	14	23	101	0
chromosome_4:24203294-24203854	Cluster_1026	N	37	390	209	37	0	0	19	74	139	67	3	0	230	61	15	4	0	184	0
chromosome_4:24212692-24213093	Cluster_1027	N	2	181	9	0	15	18	85	36	0	158	0	19	0	11	10	16	2	2	0
chromosome_4:24213260-24213678	Cluster_1028	N	3	153	6	0	35	25	100	0	3	94	1	18	0	6	5	22	2	0	0
chromosome_4:24284855-24285597	Cluster_1029	N	7	3678	25	1	1	152	40	3	5	6	26	134	69	4	6	47	71	27	1
chromosome_4:24308433-24308860	Cluster_1030	N	12	212	7	0	1	59	3	87	41	50	0	60	40	5	0	61	31	17	25
chromosome_4:24345285-24345693	Cluster_1031	N	25	327	9	0	0	71	111	31	24	31	1	34	14	6	12	11	86	2	26
chromosome_4:24346422-24347710	Cluster_1032	N	54	611	52	2	5	137	3806	97	38	52	7	2008	48	8	195	38	121	93	103
chromosome_4:24348861-24349685	Cluster_1033	N	361	6444	320	2	208	213	1603	1258	521	215	45	1666	198	23	304	436	62	13	1160
chromosome_4:24378024-24378451	Cluster_1034	N	0	64	224	0	411	10	5	4	41	1	0	0	1	4	1	1	196	8	0
chromosome_4:24479082-24479502	Cluster_1035	N	8	83	33	3	17	0	0	12	455	31	108	0	23	22	7	25	47	0	43
chromosome_4:24502390-24502807	Cluster_1036	N	47	70	42	2	6	0	18	206	135	12	71	1	28	23	25	16	0	1	35
chromosome_4:24716064-24716604	Cluster_1037	N	46	27	25	3	7	73	25	246	172	54	125	23	168	17	15	25	36	14	64
chromosome_4:24810786-24811204	Cluster_1038	N	25	1	45	52	116	14	1	14	10	28	48	2	42	32	44	12	76	63	16
chromosome_4:24848324-24848741	Cluster_1039	N	4	42	10	33	10	0	3	17	108	10	50	1	8	4	3	13	21	0	39
chromosome_4:24849361-24849781	Cluster_1040	N	20	84	87	7	4	0	6	41	276	40	95	0	28	27	18	34	2	0	79
chromosome_4:24925114-24925540	Cluster_1041	N	1	0	0	1	0	86	258	0	1	175	0	0	0	0	1	255	0	72	60
chromosome_4:25233676-25234105	Cluster_1042	N	5	67	239	0	4	3	8	2	10	0	22	20	39	0	0	1	3	3	1196
chromosome_4:25438432-25438849	Cluster_1043	N	3	31	3	0	68	9	4	32	0	7	5	266	1	1	26	0	9	1	1
chromosome_4:25505632-25506049	Cluster_1044	N	59	135	50	62	30	130	61	146	111	42	160	29	36	13	53	62	62	39	165
chromosome_4:25510408-25510836	Cluster_1045	N	1	3	3	0	2	4	6	6	0	1	0	732	0	0	0	1	0	0	2
chromosome_4:25708813-25709348	Cluster_1046	N	166	699	232	16	104	371	166	519	680	186	125	131	187	84	82	122	91	68	135
chromosome_4:25727349-25727776	Cluster_1047	N	1	321	3	1	46	36	4	1	315	8	0	36	9	7	29	11	8	0	17
chromosome_4:25936787-25937216	Cluster_1048	N	410	6717	1934	2	1524	1245	0	2482	0	3054	920	17697	8144	2180	20	77	1999	237	4455
chromosome_4:25938269-25938749	Cluster_1049	N	0	7	2	0	0	0	18	4	0	207	5	8	0	721	2	1	305	3	2
chromosome_4:26071561-26071988	Cluster_1050	N	0	55	0	0	0	0	1	0	1	0	1	0	922	10	0	0	0	0	107
chromosome_4:26078774-26079191	Cluster_1051	N	17	20	17	109	36	24	5	15	4	26	38	6	26	14	13	57	36	23	66
chromosome_4:26124822-26125249	Cluster_1052	N	16	155	13	0	2	34	4	9	53	25	0	57	52	9	0	27	7	0	2
chromosome_4:26155007-26155445	Cluster_1053	N	0	735	1	1	0	4	8	1	2	1	0	149	0	0	0	0	0	0	2
chromosome_4:26188152-26188579	Cluster_1054	N	0	362	1	0	0	79	67	27	18	17	1	62	3	0	1	2	10	4	2
chromosome_4:26203351-26203832	Cluster_1055	N	40	223	146	4	14	243	51	260	26	6	11	118	91	70	5	100	103	73	111
chromosome_4:26257946-26258372	Cluster_1056	N	7	299	2	0	11	2	2	9	3	123	1	32	6	1	5	13	6	0	0
chromosome_4:26311139-26311556	Cluster_1057	N	0	283	1	0	12	0	67	0	0	0	0	13	1	0	0	1	0	0	0
chromosome_4:26521659-26522089	Cluster_1058	N	29	127	56	0	30	14	24	78	106	36	31	18	180	61	11	44	67	15	35
chromosome_4:26645755-26646172	Cluster_1059	N	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	1	0	1
chromosome_4:26657509-26657936	Cluster_1060	N	0	15	0	0	449	10	105	0	9	24	2	16	1	0	0	4	35	1	2
chromosome_4:26988140-26988560	Cluster_1061	N	9	61	27	2	16	31	63	23	49	45	5	33	36	8	2	19	14	24	24
chromosome_4:27098706-27099128	Cluster_1062	N	30	144	87	2	30	81	32	34	134	418	17	83	165	21	21	122	71	37	147
chromosome_4:27123298-27123776	Cluster_1063	N	638	2350	621	153	222	804	626	415	719	638	253	427	1205	558	292	622	848	375	597
chromosome_4:27123967-27124445	Cluster_1064	N	628	1848	471	34	248	703	646	427	670	1064	155	530	1327	414	173	1472	485	219	700
chromosome_4:27183313-27183796	Cluster_1065	N	0	152	166	0	91	98	160	0	383	407	1	233	226	6	6	95	227	38	53
chromosome_4:27266538-27266975	Cluster_1066	N	438	9254	248	29	711	2874	3056	7105	2432	1415	1640	3368	146	299	39	214	86	113	45
chromosome_5:31866-32338	Cluster_1067	N	1939	6068	978	203	672	4225	4348	597	3812	896	505	2218	6894	3539	430	3499	3250	368	2742
chromosome_5:150571-150995	Cluster_1068	N	8	0	15	0	0	110	97	0	1	44	8	1	2	3	3	100	3	1	10
chromosome_5:152299-152716	Cluster_1069	N	0	1	23	6	3	4	0	2	0	1546	20	1	1	4	12	6	41	11	1
chromosome_5:447796-448231	Cluster_1070	N	30	587	78	2	20	154	168	112	92	182	34	116	101	46	15	116	49	2	104
chromosome_5:449497-449923	Cluster_1071	N	12	788	9	1	8	33	39	14	0	62	6	11	20	10	1	22	16	0	4
chromosome_5:451371-451797	Cluster_1072	N	10	452	31	0	2	23	71	6	0	38	6	62	181	6	5	25	16	1	0
chromosome_5:452565-452988	Cluster_1073	N	25	543	79	2	5	2	7	6	0	16	0	5	10	6	9	57	1	0	1
chromosome_5:882306-882730	Cluster_1074	N	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	387	0	0	0
chromosome_5:1143339-1143768	Cluster_1075	N	26	776	406	47	1726	26	163	308	15	207	12	145	218	36	20	15	23	307	326
chromosome_5:1504757-1505325	Cluster_1076	N	5	30	7	2	47	66	205	108	256	229	19	34	246	34	3	118	50	86	121
chromosome_5:1510627-1511047	Cluster_1077	N	24	274	6	0	7	58	62	5	8	24	2	22	0	0	0	5	24	1	7
chromosome_5:1512349-1512772	Cluster_1078	N	3	229	4	0	2	289	32	13	11	95	0	7	0	1	0	2	138	0	0
chromosome_5:1513622-1514051	Cluster_1079	N	2	2455	10	2	0	1496	53	26	125	175	6	15	2	39	1	2	1193	2	1
chromosome_5:1518487-1518939	Cluster_1080	N	11	50	3	0	131	309	337	381	532	4	64	275	367	58	0	170	110	7	225
chromosome_5:1519068-1519494	Cluster_1081	N	41	1	2	0	51	108	143	102	103	0	16	100	186	23	0	44	37	9	53
chromosome_5:1669066-1669489	Cluster_1082	N	9	48	27	1	9	23	97	34	44	85	4	69	3	14	1	16	26	14	67
chromosome_5:1689057-1689477	Cluster_1083	N	0	434	34	0	0	2	29	1	26	3	0	36	0	1	0	0	4	0	0
chromosome_5:1928115-1928579	Cluster_1084	N	17	9	1	0	0	364	1	72	1	248	1	196	125	27	18	151	0	0	41
chromosome_5:2176291-2176716	Cluster_1085	N	33	0	28	0	0	13	31	71	46	0	0	448	0	0	0	19	200	0	56
chromosome_5:2362198-2362616	Cluster_1086	N	10	34	57	6	59	28	4	25	5	34	6	217	11	10	12	27	18	3	7
chromosome_5:2404959-2405384	Cluster_1087	N	1	87	0	0	2	296	4	0	16	1	2	3	0	1	0	6	0	1	4
chromosome_5:2630855-2631330	Cluster_1088	N	38259	2835861	91428	7027	307216	485317	1158508	397412	242196	164865	132100	433836	81166	71726	34451	148630	46306	37048	213440
chromosome_5:2687323-2687740	Cluster_1089	N	0	1176	1420	441	3	1	892	1721	2	565	0	2	766	224	16	2	3	2095	1
chromosome_5:2712540-2712958	Cluster_1090	N	12	194	22	4	110	5	76	35	102	30	147	57	28	11	19	15	15	9	61
chromosome_5:2803922-2804351	Cluster_1091	N	2	0	3	4	3	8	0	0	0	1	0	0	1	0	1	351	2	1	359
chromosome_5:3124245-3124674	Cluster_1092	N	1	3814	0	0	0	149	1	24	5	26	58	566	0	0	13	11	3	154	0
chromosome_5:3127236-3127665	Cluster_1093	N	13	2126	406	768	63	70	777	355	34	0	0	515	29	95	0	14	15	1344	0
chromosome_5:3130751-3131180	Cluster_1094	N	22	25550	261	110	0	130	1517	20	1	37	39	562	7	36	7	16	115	1683	469
chromosome_5:3133993-3134421	Cluster_1095	N	110	17	110	272	104	20	2	139	49	82	166	58	80	602	147	110	143	84	93
chromosome_5:3176645-3177063	Cluster_1096	N	17	46	2	0	10	4	5	14	247	21	156	0	13	8	6	18	2	0	172
chromosome_5:3309109-3309533	Cluster_1097	N	0	88	0	0	140	78	31	4	9	19	6	17	16	0	1	10	62	0	1
chromosome_5:3339182-3339612	Cluster_1098	N	0	295	90	0	44	100	248	4	58	2	23	106	198	43	0	9	249	15	47
chromosome_5:3350982-3351528	Cluster_1099	N	0	788	1	0	0	23	80	0	33	61	0	2	0	2	0	0	0	0	18
chromosome_5:3418076-3418493	Cluster_1100	N	384	4818	11	4	5	4	65	64	404	0	3	29	18	15	0	66	17	62	871
chromosome_5:3620645-3621063	Cluster_1101	N	2	80	52	24	240	0	98	14	4	54	0	3	12	10	4	1	6	110	10
chromosome_5:3665231-3665659	Cluster_1102	N	0	88	528	2	36	2	1089	1	18	331	0	1	1	53	0	465	0	0	0
chromosome_5:3669708-3670299	Cluster_1103	N	0	158	165	2	3	2278	237	64	24	69	1	2907	1	11	4	7	28	5	2
chromosome_5:3787643-3788072	Cluster_1104	N	0	5	1	0	0	7	1	0	0	1	0	0	3	1	1	323	0	1	385
chromosome_5:3871804-3872230	Cluster_1105	N	0	88	18	0	0	90	14	1	51	24	0	30	45	24	0	150	1	1	65
chromosome_5:3918754-3919181	Cluster_1106	N	1	0	2	0	0	394	3	0	0	0	0	0	0	1	1	5	1	1	0
chromosome_5:3968773-3969199	Cluster_1107	N	5	518	50	0	4	34	95	13	0	39	3	49	211	3	2	26	8	2	1
chromosome_5:3969706-3970132	Cluster_1108	N	20	322	23	1	2	31	34	25	0	61	8	197	19	7	2	0	2	6	1
chromosome_5:3970140-3970682	Cluster_1109	N	15	1148	19	1	23	35	629	32	0	228	24	154	15	5	5	136	8	5	1
chromosome_5:4030298-4030721	Cluster_1110	N	1	358	1	0	1	69	96	62	80	0	0	1	0	0	1	0	0	3	32
chromosome_5:4049688-4050116	Cluster_1111	N	1	557	0	0	8	4	0	0	0	0	33	0	101	108	0	0	65	0	0
chromosome_5:4102819-4103238	Cluster_1112	N	24	56	81	5	20	1	11	19	223	32	61	0	23	30	21	43	6	0	48
chromosome_5:4145445-4145863	Cluster_1113	N	63	39	5	0	1	0	1	5	122	22	15	3	16	60	9	34	1	2	294
chromosome_5:4169052-4169469	Cluster_1114	N	104	211	83	67	33	197	91	279	141	78	215	31	128	29	88	75	93	57	284
chromosome_5:4328555-4329024	Cluster_1115	N	9	235	63	1	79	192	54	26	91	5	6	7	362	28	3	86	1	15	21
chromosome_5:4466025-4466454	Cluster_1116	N	2	325	2	0	0	94	201	164	3	5	0	2	10	0	0	0	3	1	0
chromosome_5:4866951-4867351	Cluster_1117	N	1	588	11	0	2	0	111	3	61	180	0	5	0	0	0	0	3	3	47
chromosome_5:4884078-4884506	Cluster_1118	N	0	531	3	0	14	122	4	0	100	0	27	34	21	0	0	135	2	2	1
chromosome_5:4923802-4924225	Cluster_1119	N	5	19	20	14	41	1	39	166	87	25	15	132	29	37	3	28	129	56	26
chromosome_5:4993207-4993625	Cluster_1120	N	48	4	95	251	42	10	9	7	14	54	71	42	39	347	49	64	71	526	21
chromosome_5:5456670-5457099	Cluster_1121	N	0	3748	0	0	792	124	744	33	0	26	55	537	61	0	12	15	6	0	0
chromosome_5:5457852-5458281	Cluster_1122	N	124	2095	208	0	0	182	1	1	0	0	0	1219	119	0	0	0	29	1	0
chromosome_5:5628470-5628889	Cluster_1123	N	75	708	0	6	1	2	3	12	73	2	0	4	1	2	0	17	6	6	384
chromosome_5:5639132-5639565	Cluster_1124	N	12	127	1	0	48	88	208	21	370	151	31	23	104	80	28	119	46	0	103
chromosome_5:5728715-5729115	Cluster_1125	N	2	56	2	0	0	7	9	154	120	3	0	19	20	32	0	67	0	0	0
chromosome_5:5732524-5732941	Cluster_1126	N	0	567	2	0	0	0	10	2	0	1	0	0	0	7	1	0	0	0	0
chromosome_5:5733163-5733592	Cluster_1127	N	1	1647	2	0	0	1	10	4	8	3	2	1	3	28	0	1	1	1	1
chromosome_5:5810101-5810518	Cluster_1128	N	36	1	12	15	0	158	1	5	0	5	90	0	0	2	482	6	15	14	32
chromosome_5:5874129-5874552	Cluster_1129	N	0	524	1	0	48	11	31	15	2	12	53	308	0	0	0	8	1	0	31
chromosome_5:5979559-5979977	Cluster_1130	N	0	3	40	32	3	0	0	1	0	2	0	0	5	0	0	6	2	509	1
chromosome_5:6063285-6063702	Cluster_1131	N	17	29	23	51	8	6	9	12	20	7	20	5	21	33	9	22	10	111	31
chromosome_5:6379382-6379802	Cluster_1132	N	10	486	11	0	20	7	8	21	3	13	0	87	20	2	0	7	7	2	0
chromosome_5:6388988-6389494	Cluster_1133	N	5372	9706	1935	186	1355	5112	5839	5275	7504	3623	1619	3999	7153	2931	1184	4381	2819	1389	4792
chromosome_5:6389710-6391805	Cluster_1134	N	5570	10772	2788	626	1724	5727	5538	11533	10673	3690	4243	3878	6844	3643	2297	4776	3553	1675	9896
chromosome_5:6391849-6392611	Cluster_1135	N	482	1342	708	56	410	2382	1087	11094	3020	694	913	1210	1156	793	475	452	544	157	707
chromosome_5:6741947-6742374	Cluster_1136	N	1	0	0	1	182	44	80	20	0	1	0	0	0	0	0	367	42	0	24
chromosome_5:6770527-6770955	Cluster_1137	N	43	518	15	0	198	55	365	15	46	69	0	218	150	0	1	51	24	0	97
chromosome_5:6925769-6926188	Cluster_1138	N	0	73	32	21	570	0	51	14	1	11	0	8	1	1	0	0	10	11	33
chromosome_5:6986185-6986601	Cluster_1139	N	31	0	19	13	15	5	1	23	2	20	5	5	12	13	79	45	25	10	27
chromosome_5:7019595-7020088	Cluster_1140	N	2	152	0	0	0	7	7	216	2	0	0	2	0	0	0	908	377	0	30
chromosome_5:7165285-7165712	Cluster_1141	N	6	597	1	0	3	0	121	15	5	9	0	3	0	4	0	57	0	14	0
chromosome_5:7182143-7182574	Cluster_1142	N	9	6	5	3	3	1	32	1177	1071	108	40	1	30	2	37	0	0	0	481
chromosome_5:7199918-7200336	Cluster_1143	N	47	38	24	68	22	13	3	11	17	6	74	20	8	6	18	29	27	9	20
chromosome_5:7319341-7319750	Cluster_1144	N	49	69	0	0	0	160	0	1	245	0	21	0	157	0	1	0	29	0	1
chromosome_5:7323488-7323916	Cluster_1145	N	5	19	926	22	3	1463	6	8	1429	1366	127	4928	7628	756	441	4	1734	146	890
chromosome_5:7323935-7324503	Cluster_1146	N	114	2	399	9	0	909	5	3	556	833	160	1839	2073	371	75	640	471	183	320
chromosome_5:7375607-7376045	Cluster_1147	N	31	311	7	0	4	1163	554	176	170	8	2	569	109	120	14	30	11	1	0
chromosome_5:7585632-7586060	Cluster_1148	N	7	564	2	9	0	7	182	3	37	79	4	0	8	4	2	4	5	2	2
chromosome_5:7770651-7771055	Cluster_1149	N	0	312	0	1	4	2	124	26	2	0	2	31	4	0	0	131	0	0	30
chromosome_5:7806183-7806610	Cluster_1150	N	17	176	13	0	1	37	6	7	47	27	4	59	48	9	0	24	4	1	1
chromosome_5:7838204-7838631	Cluster_1151	N	0	0	17	0	5	2	204	247	16	296	0	18	15	10	0	0	125	18	0
chromosome_5:7895885-7896302	Cluster_1152	N	32	53	18	147	22	46	4	79	9	19	41	17	72	18	43	64	47	12	35
chromosome_5:8084711-8085138	Cluster_1153	N	0	351	0	1	32	148	282	0	43	761	1	4	0	166	0	171	2	12	0
chromosome_5:8145641-8146068	Cluster_1154	N	11	0	7	1	2	0	0	1697	0	0	1	0	0	0	0	7	77	1	2
chromosome_5:8149568-8149660	Cluster_1155	Y	52	1064	109	6	130	227	620	129	160	321	9	249	139	12	9	66	35	56	216
chromosome_5:8204217-8204634	Cluster_1156	N	33	40	13	10	34	14	0	26	29	10	185	29	13	9	18	3	16	5	61
chromosome_5:8421066-8421483	Cluster_1157	N	0	34	4	1	733	0	16	0	0	0	0	6	6	0	0	0	0	2	3
chromosome_5:8458205-8458634	Cluster_1158	N	9	242	2	0	1	0	173	0	0	4	0	1	0	20	1	0	0	0	3
chromosome_5:8465288-8465753	Cluster_1159	N	705	4169	229	40	266	789	3427	951	2913	466	1291	1572	284	236	133	300	266	120	445
chromosome_5:8597198-8597609	Cluster_1160	N	0	3	2	0	6	0	0	2	15	0	1	503	2	3	0	4	0	0	0
chromosome_5:8851014-8851442	Cluster_1161	N	0	1	0	0	41	1	0	9	2	0	0	539	1	1	0	2	39	0	6
chromosome_5:8920098-8920515	Cluster_1162	N	1326	109	28	0	20	2	19	58	50	21	29	0	42	12	9	26	63	6	43
chromosome_5:9134633-9135126	Cluster_1163	N	187	643	131	1	229	411	103	247	213	582	2	35	49	19	3	370	22	33	40
chromosome_5:9159538-9159966	Cluster_1164	N	2	565	0	0	0	1	0	5	0	0	0	0	0	0	2	0	0	0	0
chromosome_5:9217345-9217773	Cluster_1165	N	10	253	3	0	14	26	94	75	31	8	1	2	40	0	4	30	14	19	0
chromosome_5:9262764-9263184	Cluster_1166	N	1	18	8	0	3	26	6	29	25	14	6	262	287	4	0	10	11	0	1
chromosome_5:9263862-9264288	Cluster_1167	N	0	0	1	0	0	0	0	562	1	58	0	771	516	0	0	0	1	0	0
chromosome_5:9292962-9293374	Cluster_1168	N	0	45	170	0	24	12	200	78	48	13	0	3	2	7	0	1	1	3	30
chromosome_5:9319521-9319989	Cluster_1169	N	2	847	17	0	16	436	210	46	192	153	19	135	98	66	6	2	146	50	1
chromosome_5:9758612-9759119	Cluster_1170	N	69	696	15	4	21	0	1051	551	660	909	13	401	124	9	6	397	11	5	167
chromosome_5:9927507-9927933	Cluster_1171	N	5	223	35	0	14	162	173	45	301	31	6	285	101	36	0	248	99	12	49
chromosome_5:9928682-9929107	Cluster_1172	N	3	64	14	0	2	260	13	198	19	84	0	20	14	6	0	8	3	3	4
chromosome_5:10308444-10308871	Cluster_1173	N	3	249	14	0	10	22	171	34	0	3	2	138	5	69	8	1	2	0	0
chromosome_5:10355961-10356389	Cluster_1174	N	0	8	5	1	472	6	0	10	5	34	0	20	0	2	0	165	0	8	9
chromosome_5:10944336-10944763	Cluster_1175	N	0	320	48	3	20	107	33	53	102	35	0	33	34	8	4	44	33	0	2
chromosome_5:11006518-11007000	Cluster_1176	N	33	298	128	1	9	218	53	188	41	1	6	106	89	58	1	138	129	87	99
chromosome_5:11212063-11212472	Cluster_1177	N	2	251	1	0	0	62	107	1	3	91	7	1	2	8	0	11	3	0	2
chromosome_5:11214823-11215361	Cluster_1178	N	26	962	14	2	1233	1173	1944	1	8	1005	7	0	625	4	3	138	6	9	123
chromosome_5:11282590-11283012	Cluster_1179	N	91	2799	230	5	199	205	653	232	158	414	40	472	762	43	25	186	27	56	277
chromosome_5:11324856-11325337	Cluster_1180	N	340	2268	197	61	94	366	766	1292	1799	811	315	261	1694	655	245	321	285	395	243
chromosome_5:11327436-11327908	Cluster_1181	N	113	438	150	4	88	169	144	313	7	101	81	335	279	150	97	4	3	32	169
chromosome_5:11341753-11342231	Cluster_1182	N	348	942	120	22	81	136	370	435	1127	291	95	351	767	214	80	256	429	101	184
chromosome_5:11344884-11345297	Cluster_1183	N	2	20	12	0	28	9	3	400	10	5	0	65	4	0	1	0	0	1	79
chromosome_5:11345723-11346200	Cluster_1184	N	22	31	15	37	143	524	13	1221	23	133	92	642	27	10	9	193	17	3	751
chromosome_5:11346879-11347302	Cluster_1185	N	15	32	19	4	6	23	15	289	28	11	6	44	21	14	6	16	23	6	37
chromosome_5:11349768-11350196	Cluster_1186	N	56	41	37	3	45	80	66	305	107	45	37	150	98	51	29	45	32	25	41
chromosome_5:11352812-11353241	Cluster_1187	N	7	429	0	1	17	0	139	86	53	15	5	16	14	5	9	93	42	10	36
chromosome_5:11485377-11485796	Cluster_1188	N	13	0	9	210	0	0	0	0	3	0	1	0	107	18	46	39	11	85	190
chromosome_5:11848847-11849275	Cluster_1189	N	45	323	34	1	51	126	85	49	43	54	42	65	169	27	8	42	33	20	67
chromosome_5:12072960-12073388	Cluster_1190	N	7	455	1	1	1	1	3	1	0	54	5	1	133	0	0	0	426	6	0
chromosome_5:12497976-12499025	Cluster_1191	N	82	5681	66	6	89	3418	1008	92	134	1716	52	484	4	1634	89	1136	636	16	9
chromosome_5:12612059-12612149	Cluster_1192	Y	11	619	36	0	47	46	59	18	64	161	23	86	48	8	1	28	17	23	53
chromosome_5:12669786-12670203	Cluster_1193	N	10	116	75	66	16	0	23	29	47	36	84	0	22	19	8	12	4	0	15
chromosome_5:12751240-12751667	Cluster_1194	N	2	515	37	0	1	2	0	1	84	1	1	1	0	0	5	4	3	0	0
chromosome_5:12764052-12764481	Cluster_1195	N	9	55	25	0	36	4	94	4	1003	0	0	11	1	0	15	0	0	1	59
chromosome_5:12792384-12792813	Cluster_1196	N	7	250	32	0	6	68	76	9	6	14	9	19	19	2	2	14	22	0	23
chromosome_5:12885684-12886113	Cluster_1197	N	0	1715	4	1	0	0	9	1	7	1	1	0	2	21	4	1	0	0	0
chromosome_5:12911709-12912136	Cluster_1198	N	0	1	0	0	0	139	0	371	1	31	0	0	0	0	0	0	0	0	0
chromosome_5:12915159-12915587	Cluster_1199	N	0	442	17	0	243	0	181	42	0	5	5	14	7	0	0	26	44	5	0
chromosome_5:12942145-12942620	Cluster_1200	N	28	999	97	4	88	285	267	31	115	181	29	343	50	74	7	147	0	19	29
chromosome_5:12943912-12944339	Cluster_1201	N	19	4764	12	1	77	593	431	3	458	331	108	22	3	29	117	48	0	0	58
chromosome_5:13046434-13046851	Cluster_1202	N	38	4	4	111	4	0	4	5	20	0	33	35	14	35	16	21	0	20	25
chromosome_5:13162932-13163355	Cluster_1203	N	0	342	0	0	24	1	119	0	0	0	0	0	4	2	0	14	23	0	0
chromosome_5:13167423-13167840	Cluster_1204	N	12	235	74	14	16	99	0	19	547	6	30	57	6	22	8	36	6	4	0
chromosome_5:13203180-13203605	Cluster_1205	N	8	164	13	0	11	38	13	52	4	24	12	41	66	4	8	13	59	5	0
chromosome_5:13380537-13380954	Cluster_1206	N	2	129	1	1	42	0	12	0	0	0	0	237	0	0	0	0	0	0	1
